@USER @USER Yeah he is	NOT	@USER @USER Yeah he is
@USER Do they discuss Haiti ?	NOT	@USER Do they discuss Haiti?
@USER @USER @USER #TrumpDerangementSyndrome Case number 3837252 Wow #liberals got it bad about the same as the #msm	NOT	@USER @USER @USER #TrumpDerangementSyndrome Case number 3837252 Wow #liberals got it bad about the same as the #msm
@USER she is beautiful	NOT	@USER she is beautiful
@USER @USER There is no clear relationship between strict gun control legislation and homicide or violent crime rates . " Interesting phrasing . And for that particular question Swearer goes overwhelmingly international to disprove a correlation . "	NOT	@USER @USER There is no clear relationship between strict gun control legislation and homicide or violent crime rates."  Interesting phrasing. And for that particular question Swearer goes overwhelmingly international to disprove a correlation."
@USER Guess she knows who you are too much like by not watching you 🤷 ‍ ♀ ️ go figure :) have a great night Brett !	NOT	@USER Guess she knows who you are too much like by not watching you  🤷 ‍ ♀ ️ go figure:) have a great night Brett!
@USER HEY BEE ITCH YOU WILL BE INDICTED AND WILL GO TO GITMO	OFF	@USER HEY BEE ITCH YOU WILL BE INDICTED AND WILL GO TO GITMO
@USER @USER @USER @USER For a President that is so unqualified " , Donald J Trump most certainly is successful ! You can dislike the man , but you cannot deny his achievements ! "	NOT	@USER @USER @USER @USER For a President that is so unqualified ",  Donald J Trump most certainly is successful!  You can dislike the man, but you cannot deny his achievements!"
@USER Wtf have I missed here . My account was hacked and just got it back up and running . Somebody care to explain what’s going on here . Am I right in saying that the guy who has been playing live saying he is Dash Berlin aka Jeff ??? So what’s happened ???	OFF	@USER Wtf have I missed here. My account was hacked and just got it back up and running. Somebody care to explain what’s going on here.  Am I right in saying that the guy who has been playing live saying he is Dash Berlin aka Jeff ??? So what’s happened ???
@USER Liberals at there lowest	NOT	@USER Liberals at there lowest
@USER I hope you are right for everyone’s sake . I want your voice to be heard more often .	NOT	@USER I hope you are right for everyone’s sake. I want your voice to be heard more often.
@USER @USER @USER @USER @USER Antifa means anti-fascist " . I'm not sure there is an Antifa organization , but there are millions who are anti-fascist . Why are you not one of them ? "	OFF	@USER @USER @USER @USER @USER Antifa means anti-fascist". I'm not sure there is an Antifa organization, but there are millions who are anti-fascist.  Why are you not one of them?"
@USER BE GONE THOT ( no offence intended she is probably a very nice lady🙂)	NOT	@USER BE GONE THOT (no offence intended she is probably a very nice lady🙂)
20 Crazy Things Liberals Blame Trump For | TrumpTrain URL	NOT	20 Crazy Things Liberals Blame Trump For | TrumpTrain URL
@USER @USER Exactly	NOT	@USER @USER Exactly
@USER continues to nosedive in ratings . Down 41% since last year . Their audience consists of weenie liberals in mommies basement . URL	NOT	@USER continues to nosedive in ratings. Down 41% since last year. Their audience consists of weenie liberals in mommies basement. URL
@USER @USER @USER @USER I never said no one died in Sa Juan .. I said she is only in charge of one town out of 78 ... don’t get me wrong many people to blame ... in the case of Ricardo Rosello he is terrified of Trump and wants to please him at all cause . Im sure Roselló and trump knew the count was higher	NOT	@USER @USER @USER @USER I never said no one died in Sa Juan..I said she is only in charge of one town out of 78...don’t get me wrong many people to blame...in the case of Ricardo Rosello he is terrified of Trump and wants to please him at all cause.  Im sure Roselló and trump knew the count was higher
@USER You’ve been selected by Liberals ! Are you cheating on your voters . You should have changed your mind before the election Ms. Alleslev	NOT	@USER You’ve been selected by Liberals! Are you cheating on your voters. You should have changed your mind before the election Ms. Alleslev
@USER antinationalist ? or antinatalist ? also i’m not typically interested in basing my focus around being against something bad rather than for something good that directly counteracts or heals the bad thing . imagine if antifa was called prolib lol	NOT	@USER antinationalist? or antinatalist? also i’m not typically interested in basing my focus around being against something bad rather than for something good that directly counteracts or heals the bad thing. imagine if antifa was called prolib lol
@USER God is so good !	NOT	@USER God is so good!
3 yrs connected on Facebook- Kathy you are soooo lucky 🤣 🤣 🤣 🤣 NOT REALLY I am blessed to have you as a friend URL	NOT	3 yrs connected on Facebook- Kathy you are soooo lucky  🤣  🤣  🤣  🤣 NOT REALLY I am blessed to have you as a friend URL
... She is our north star , amongst the many stars that pass away to fill the night sky with brilliancy . " I cannot begin 2 imagine this as a parent but am so grateful & humbled for the time however brief w/ so many shining stars who continue to guide all of us ... URL	NOT	... She is our north star, amongst the many stars that pass away to fill the night sky with brilliancy." I cannot begin 2 imagine this as a parent but am so grateful &amp; humbled for the time however brief w/ so many shining stars who continue to guide all of us... URL
@USER @USER is broadcast sewage ! URL	NOT	@USER @USER is broadcast sewage! URL
@USER @USER Leaders must do much more on gun control overall . Protect our young people .	NOT	@USER @USER Leaders must do much more on gun control overall.  Protect our young people.
Sean Spicer and Donald Trump in happier times . #MAGA #TheResistance #MondayMotivation URL	NOT	Sean Spicer and Donald Trump in happier times.  #MAGA #TheResistance #MondayMotivation URL
#Republicans grow some balls and start playing dirty like these liberals assholes do ! URL	OFF	#Republicans grow some balls and start playing dirty like these liberals assholes do! URL
@USER Or a mongoose that goes after a King Cobra despite knowing one bite can off him . I’m a big animal analogy guy	NOT	@USER Or a mongoose that goes after a King Cobra despite knowing one bite can off him. I’m a big animal analogy guy
@USER @USER @USER Really good news for us conservatives in Texas . Gives repubs supermajority in Senate .	NOT	@USER @USER @USER Really good news for us conservatives in Texas. Gives repubs supermajority in Senate.
@USER @USER But refugees ! Marijuana ! Peoplekind ! Gun control !	OFF	@USER @USER But refugees! Marijuana! Peoplekind! Gun control!
@USER I think you are so in need of a Dairy Queen .	NOT	@USER I think you are so in need of a Dairy Queen.
@USER how’re you going to communicate with customers	NOT	@USER how’re you going to communicate with customers
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races . One day his fastest ass was winning the Jerusalem sweepstakes . And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass !	OFF	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!
@USER @USER @USER @USER @USER Christian conservatives don't have an orange god " . Neither black , white , green , pink , or any other color . His name is YAHWEH !!! "	NOT	@USER @USER @USER @USER @USER Christian conservatives don't have an orange god".  Neither black, white, green, pink, or any other color.   His name is YAHWEH!!!"
@USER @USER BRUH THIS ??? LMAOOO	OFF	@USER @USER  BRUH THIS??? LMAOOO
@USER @USER An accusation is not enough . We are fortunate to live in a country where you are innocent UNTIL proven guilty .	OFF	@USER @USER An accusation is not enough. We are fortunate to live in a country where you are innocent UNTIL proven guilty.
@USER My sister and her husband have been married 60 years as of next week . She is a tough act to follow ( my first marriage ended after 7 ) .	NOT	@USER My sister and her husband have been married 60 years as of next week. She is a tough act to follow (my first marriage ended after 7).
@USER @USER @USER @USER @USER @USER @USER @USER She is just as beautiful inside as she outside She Loves the thrill of the ride and VIB's URL	NOT	@USER @USER @USER @USER @USER @USER @USER @USER She is just as beautiful inside as she outside She Loves the thrill of the ride and VIB's URL
@USER @USER @USER @USER @USER Only liberals can take an athlete berating an official and turn it into sexism and a sjw issue . Liberals ruin everything by putting politics into everything .	NOT	@USER @USER @USER @USER @USER Only liberals can take an athlete berating an official and turn it into sexism and a sjw issue. Liberals ruin everything by putting politics into everything.
@USER @USER What are they sheep ! Can’t they speak for themselves with out that guy telling them what to say . Speaking of Bots I think we found them !!! URL	NOT	@USER @USER What are they sheep!  Can’t they speak for themselves with out that guy telling them what to say.  Speaking of Bots I think we found them!!! URL
